cluster,prep_score,attendance_score,homework_score,interaction_score,engajamento
0,0.7314656922452294,0.7684125050751116,0.6808363784003247,0.7910407362295304,0.8200487210718636
1,0.0822882288228823,0.12211221122112212,0.055885588558855885,0.40198019801980195,0.15111111111111108
2,0.5607487922705313,0.6828502415458937,0.5167874396135266,0.6723429951690821,0.6797161835748792
3,0.2755260243632337,0.6108527131782946,0.22945736434108527,0.6424510889627169,0.49980066445182725
