aluno_id,Aluno,Sala,Unidade,Aula,Data,Fez a atividade antes da aula,Presença/Ausencia,Fez lição de casa,Participação
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,1.0,0.0,3.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,8,2025-04-12,0.0,1.0,0.0,3.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,9,2025-04-26,0.0,1.0,0.0,1.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,10,2025-05-17,1.0,1.0,1.0,3.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,0.0,1.0,1.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,12,2025-05-31,0.0,0.0,0.0,1.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 2::Four Corners C1::Capão Redondo,Estudante 2,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,2,2025-02-15,1.0,1.0,0.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,3,2025-02-22,0.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,0.0,1.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,6,2025-03-29,1.0,1.0,1.0,1.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,10,2025-05-17,1.0,1.0,1.0,0.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,1.0,1.0,1.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 20::Four Corners C1::Capão Redondo,Estudante 20,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,1.0,1.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,1.0,0.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,8,2025-04-12,0.0,0.0,1.0,1.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,10,2025-05-17,1.0,0.0,1.0,1.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,1.0,1.0,1.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 21::Four Corners C1::Capão Redondo,Estudante 21,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,2,2025-02-15,1.0,1.0,0.5,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,3,2025-02-22,0.0,1.0,1.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,0.0,1.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,1.0,1.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,6,2025-03-29,1.0,0.0,1.0,1.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,8,2025-04-12,1.0,1.0,0.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,9,2025-04-26,0.5,1.0,1.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,10,2025-05-17,0.0,0.0,0.0,1.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,1.0,1.0,1.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 22::Four Corners C1::Capão Redondo,Estudante 22,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,2,2025-02-15,0.0,0.0,0.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,1.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,0.0,1.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,10,2025-05-17,1.0,1.0,1.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,0.0,1.0,1.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 23::Four Corners C1::Capão Redondo,Estudante 23,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,1.0,1.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,7,2025-04-05,1.0,0.0,1.0,1.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,10,2025-05-17,1.0,0.0,1.0,1.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,0.0,1.0,1.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 24::Four Corners C1::Capão Redondo,Estudante 24,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,2,2025-02-15,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,3,2025-02-22,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,4,2025-03-08,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,6,2025-03-29,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,7,2025-04-05,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,8,2025-04-12,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,9,2025-04-26,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,10,2025-05-17,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,11,2025-05-24,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,12,2025-05-31,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,13,2025-06-07,0.0,0.0,0.0,1.0
Estudante 3::Four Corners C1::Capão Redondo,Estudante 3,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,2,2025-02-15,0.0,0.0,0.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,3,2025-02-22,0.0,1.0,1.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,4,2025-03-08,1.0,1.0,0.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,6,2025-03-29,0.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,7,2025-04-05,0.0,0.0,0.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,8,2025-04-12,0.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,9,2025-04-26,0.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,10,2025-05-17,0.5,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,11,2025-05-24,1.0,0.0,1.0,1.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,12,2025-05-31,0.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 4::Four Corners C1::Capão Redondo,Estudante 4,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,2,2025-02-15,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,3,2025-02-22,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,4,2025-03-08,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,5,2025-03-15,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,6,2025-03-29,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,7,2025-04-05,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,8,2025-04-12,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,9,2025-04-26,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,10,2025-05-17,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,11,2025-05-24,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,12,2025-05-31,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,13,2025-06-07,0.0,0.0,0.0,1.0
Estudante 5::Four Corners C1::Capão Redondo,Estudante 5,Four Corners C1,Capão Redondo,14,,0.0,0.0,0.0,1.0
Estudante 6::Four Corners C1::Capão Redondo,Estudante 6,Four Corners C1,Capão Redondo,1,2025-02-08,0.0,1.0,0.0,3.0
