aluno_id,Aluno,Sala,Unidade,Aula,Data,Fez a atividade antes da aula,Presença/Ausencia,Fez lição de casa,Participação
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,8,2025-04-12,1.0,0.0,1.0,1.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,9,2025-04-26,1.0,1.0,1.0,1.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,10,2025-05-17,1.0,1.0,1.0,1.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,12,2025-05-31,0.0,1.0,1.0,3.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 9::Four Corners H1::Tatuapé,Estudante 9,Four Corners H1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,6,2025-03-29,1.0,0.0,1.0,1.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,9,2025-04-26,1.0,0.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,10,2025-05-17,1.0,0.0,1.0,1.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,12,2025-05-31,0.5,1.0,1.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,13,2025-06-07,0.5,1.0,0.0,3.0
Estudante 1::Four Corners I1::Tatuapé,Estudante 1,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,2,2025-02-15,0.0,1.0,0.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,3,2025-02-22,0.0,1.0,1.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,4,2025-03-08,0.0,0.0,1.0,1.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,5,2025-03-15,0.0,1.0,0.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,6,2025-03-29,0.0,0.0,1.0,1.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,7,2025-04-05,0.5,1.0,1.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,0.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,9,2025-04-26,0.0,1.0,1.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,10,2025-05-17,0.5,1.0,0.0,1.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,11,2025-05-24,0.0,1.0,1.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,12,2025-05-31,0.5,1.0,1.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,13,2025-06-07,0.5,1.0,0.0,3.0
Estudante 2::Four Corners I1::Tatuapé,Estudante 2,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,2,2025-02-15,0.0,0.0,0.0,1.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,6,2025-03-29,0.0,0.0,0.5,1.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,0.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,10,2025-05-17,1.0,1.0,0.0,1.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,11,2025-05-24,0.0,0.0,1.0,1.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 3::Four Corners I1::Tatuapé,Estudante 3,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,10,2025-05-17,0.5,1.0,1.0,1.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 4::Four Corners I1::Tatuapé,Estudante 4,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,4,2025-03-08,1.0,0.0,0.0,1.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,5,2025-03-15,0.0,1.0,0.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,7,2025-04-05,1.0,0.0,1.0,1.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,9,2025-04-26,0.5,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,10,2025-05-17,0.5,0.0,1.0,1.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,12,2025-05-31,0.5,0.0,1.0,1.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 5::Four Corners I1::Tatuapé,Estudante 5,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,2,2025-02-15,0.5,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,4,2025-03-08,1.0,0.0,0.0,1.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,5,2025-03-15,0.0,1.0,0.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,7,2025-04-05,0.0,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,9,2025-04-26,1.0,1.0,0.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,10,2025-05-17,0.0,0.0,0.0,1.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,11,2025-05-24,0.0,0.0,1.0,1.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 6::Four Corners I1::Tatuapé,Estudante 6,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,2,2025-02-15,1.0,0.0,1.0,1.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,9,2025-04-26,1.0,1.0,0.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,10,2025-05-17,0.0,0.0,1.0,1.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,12,2025-05-31,0.0,1.0,1.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 7::Four Corners I1::Tatuapé,Estudante 7,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,2,2025-02-15,1.0,0.0,0.0,1.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,3,2025-02-22,0.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,0.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,7,2025-04-05,0.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,9,2025-04-26,0.0,1.0,0.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,10,2025-05-17,1.0,1.0,1.0,1.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,0.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,12,2025-05-31,0.0,1.0,1.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,13,2025-06-07,0.5,1.0,0.0,3.0
Estudante 8::Four Corners I1::Tatuapé,Estudante 8,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,4,2025-03-08,1.0,0.0,1.0,1.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,7,2025-04-05,1.0,0.0,1.0,1.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,9,2025-04-26,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,10,2025-05-17,1.0,1.0,1.0,1.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,12,2025-05-31,1.0,0.0,1.0,1.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,13,2025-06-07,0.5,1.0,0.0,3.0
Estudante 9::Four Corners I1::Tatuapé,Estudante 9,Four Corners I1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,1,2025-02-08,0.0,0.0,0.0,1.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,5,2025-03-15,0.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,8,2025-04-12,0.0,0.0,0.5,1.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,9,2025-04-26,0.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,10,2025-05-17,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,11,2025-05-24,1.0,1.0,1.0,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,12,2025-05-31,1.0,1.0,0.5,3.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,1.0
Estudante 1::Four Corners J1::Tatuapé,Estudante 1,Four Corners J1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,2,2025-02-15,1.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,3,2025-02-22,0.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,4,2025-03-08,1.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,5,2025-03-15,0.0,0.0,0.0,1.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,6,2025-03-29,0.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,7,2025-04-05,1.0,1.0,1.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,8,2025-04-12,1.0,1.0,0.5,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,9,2025-04-26,1.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,10,2025-05-17,1.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,11,2025-05-24,0.0,1.0,1.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,3.0
Estudante 10::Four Corners J1::Tatuapé,Estudante 10,Four Corners J1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,2,2025-02-15,1.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,3,2025-02-22,0.0,0.0,0.0,1.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,4,2025-03-08,0.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,5,2025-03-15,0.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,6,2025-03-29,0.0,0.0,0.0,1.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,7,2025-04-05,0.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,8,2025-04-12,1.0,1.0,1.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,9,2025-04-26,1.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,10,2025-05-17,0.0,1.0,0.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,11,2025-05-24,0.0,0.0,1.0,1.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,12,2025-05-31,1.0,1.0,1.0,3.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,13,2025-06-07,1.0,1.0,0.0,1.0
Estudante 11::Four Corners J1::Tatuapé,Estudante 11,Four Corners J1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,4,2025-03-08,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,5,2025-03-15,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,7,2025-04-05,1.0,1.0,0.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,8,2025-04-12,0.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,9,2025-04-26,1.0,0.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,10,2025-05-17,1.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,11,2025-05-24,0.0,1.0,1.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,12,2025-05-31,0.0,0.0,1.0,1.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,13,2025-06-07,0.5,1.0,0.0,3.0
Estudante 2::Four Corners J1::Tatuapé,Estudante 2,Four Corners J1,Tatuapé,14,,0.0,0.0,0.0,1.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,1,2025-02-08,0.0,1.0,0.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,2,2025-02-15,1.0,1.0,1.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,3,2025-02-22,1.0,1.0,1.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,4,2025-03-08,0.0,0.0,0.0,1.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,5,2025-03-15,0.0,0.0,1.0,1.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,6,2025-03-29,1.0,1.0,1.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,7,2025-04-05,1.0,1.0,0.0,1.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,8,2025-04-12,0.0,1.0,0.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,9,2025-04-26,1.0,0.0,0.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,10,2025-05-17,0.0,0.0,0.0,1.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,11,2025-05-24,0.0,1.0,0.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,12,2025-05-31,0.0,1.0,0.0,3.0
Estudante 3::Four Corners J1::Tatuapé,Estudante 3,Four Corners J1,Tatuapé,13,2025-06-07,0.0,1.0,0.0,3.0
