Aluno,Unidade,Sala,Aula,Data,Fez a atividade antes da aula,Presença/Ausencia,Fez lição de casa,Participação,Comportamento
Estudante 13,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 13,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 13,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 13,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,:-||
Estudante 13,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,N,P,√,:-D,
Estudante 13,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 13,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 13,Vila Sônia (manhã),Four Corners G1,15,,,13,,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,N,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,+/-,P,√,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,+/-,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,N,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,N,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,N,P,N,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,N,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,+/-,P,N,:-D,
Estudante 14,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,N,P,N,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,N,P,N,:-D,:-||
Estudante 14,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,N,A,N,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,N,A,,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 14,Vila Sônia (manhã),Four Corners G1,15,,,11,,,
Estudante 15,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 15,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,+/-,P,√,:-/,
Estudante 15,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-/,
Estudante 15,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 15,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,A,√,,
Estudante 15,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 15,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 15,Vila Sônia (manhã),Four Corners G1,15,,,12,,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-/,
Estudante 2,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,√,:-/,
Estudante 2,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-/,
Estudante 2,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,A,√,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,+/-,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,+/-,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,+/-,A,√,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 2,Vila Sônia (manhã),Four Corners G1,15,,,11,,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,+/-,A,N,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,N,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,+/-,:-/,
Estudante 3,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,N,A,√,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,N,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,+/-,A,√,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,N,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 3,Vila Sônia (manhã),Four Corners G1,15,,,10,,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,A,,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,N,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,A,N,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,N,A,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,N,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,N,P,,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 4,Vila Sônia (manhã),Four Corners G1,15,,,10,,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,A,√,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,A,√,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 5,Vila Sônia (manhã),Four Corners G1,15,,,11,,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,A,,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,√,:-/,
Estudante 6,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,A,√,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,A,+/-,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,+/-,A,√,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,N,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,N,P,,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 6,Vila Sônia (manhã),Four Corners G1,15,,,9,,,
Estudante 7,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 7,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-/,
Estudante 7,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,√,:-/,
Estudante 7,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-/,
Estudante 7,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 7,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,N,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 7,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 7,Vila Sônia (manhã),Four Corners G1,15,,,13,,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-/,
Estudante 8,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,A,√,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-/,
Estudante 8,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 8,Vila Sônia (manhã),Four Corners G1,15,,,12,,,
Estudante 9,Vila Sônia (manhã),Four Corners G1,1,2025-02-08,,P,,,
Estudante 9,Vila Sônia (manhã),Four Corners G1,2,2025-02-15,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,3,2025-02-22,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,4,2025-03-08,√,P,+/-,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,5,2025-03-15,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,6,2025-03-29,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,7,2025-04-05,√,P,√,,
Estudante 9,Vila Sônia (manhã),Four Corners G1,8,2025-04-12,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,9,2025-04-26,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,10,2025-05-17,√,P,√,,
Estudante 9,Vila Sônia (manhã),Four Corners G1,11,2025-05-24,√,P,√,:-D,:-||
Estudante 9,Vila Sônia (manhã),Four Corners G1,12,2025-05-31,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,13,2025-06-07,√,P,,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners G1,14,,,,,,
Estudante 9,Vila Sônia (manhã),Four Corners G1,15,,,13,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 1,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 1,Vila Sônia (manhã),Four Corners H1,15,,,1,,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,N,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,√,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 10,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 10,Vila Sônia (manhã),Four Corners H1,15,,,13,,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,A,,,
Estudante 2,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,A,√,,
Estudante 2,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,N,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,N,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,√,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 2,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 2,Vila Sônia (manhã),Four Corners H1,15,,,11,,,
Estudante 3,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,N,A,N,,
Estudante 3,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,N,1/2,N,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,N,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,1/2,√,:-/,
Estudante 3,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,N,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,N,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,P,√,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,N,:-D,
Estudante 3,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,N,A,,,
Estudante 3,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 3,Vila Sônia (manhã),Four Corners H1,15,,,9,,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,√,A,√,,
Estudante 4,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,√,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 4,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 4,Vila Sônia (manhã),Four Corners H1,15,,,12,,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,A,,,
Estudante 5,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,√,A,√,,
Estudante 5,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,√,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,A,√,,
Estudante 5,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,N,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,N,P,,:-D,
Estudante 5,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 5,Vila Sônia (manhã),Four Corners H1,15,,,10,,,
Estudante 6,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,√,A,√,,
Estudante 6,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,√,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 6,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 6,Vila Sônia (manhã),Four Corners H1,15,,,12,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,P,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,N,A,N,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,,,,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,,,√,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,,,√,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,,,,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,,P,√,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,,P,,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,,,,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,,,√,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 7,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 7,Vila Sônia (manhã),Four Corners H1,15,,,6,,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,A,,,
Estudante 8,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,A,√,,
Estudante 8,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,√,P,N,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,N,A,√,,
Estudante 8,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,√,P,√,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,√,P,,:-D,
Estudante 8,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 8,Vila Sônia (manhã),Four Corners H1,15,,,10,,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,1,2025-02-08,,A,,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,2,2025-02-15,√,P,N,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners H1,3,2025-02-22,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,4,2025-03-08,√,P,√,:-D,
Estudante 9,Vila Sônia (manhã),Four Corners H1,5,2025-03-15,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,6,2025-03-29,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,7,2025-04-05,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,8,2025-04-12,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,9,2025-04-26,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,10,2025-05-17,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,11,2025-05-24,N,A,N,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,12,2025-05-31,N,A,N,:-&,
Estudante 9,Vila Sônia (manhã),Four Corners H1,13,2025-06-07,N,A,,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,14,,,,,,
Estudante 9,Vila Sônia (manhã),Four Corners H1,15,,,2,,,
Estudante 1,Vila Sônia (manhã),Four Corners I1,1,2025-02-08,,P,,:-D,
Estudante 1,Vila Sônia (manhã),Four Corners I1,2,2025-02-15,N,P,+/-,:-D,
Estudante 1,Vila Sônia (manhã),Four Corners I1,3,2025-02-22,√,P,√,:-D,
Estudante 1,Vila Sônia (manhã),Four Corners I1,4,2025-03-08,N,A,N,,
Estudante 1,Vila Sônia (manhã),Four Corners I1,5,2025-03-15,N,P,N,:-D,
